# M5 全连接组定稿源（唯一定稿源，可修改复现）——B1a 执行节点按《生物仿真M5实施清单》§2 构建。
"# 列：role, neuron_class, neurotransmitter, receptor, synapse_from, synapse_to, synapse_type,"
"#     g_max_ns, delay_ms, g_gap_ns, muscle_target, note"
# 行语义：
#   - 神经元行：role=<302 神经元名>，neuron_class=<sensory|inter|motor|pharyngeal>，
#     neurotransmitter=<ach|glut|gaba|dopamine|serotonin|other>（覆盖率 100%），
#     muscle_target=<body_fwd|body_back|head_left|head_right>（运动神经元→虚拟身体通道，可选）。
#   - 化学突触行：synapse_from + synapse_to + synapse_type=chem + neurotransmitter（突触前递质）
#     + receptor（§2.3 映射：ach/glut→ampa、gaba→gaba、dopamine/serotonin→mod、other→none）
#     + g_max_ns（初始权重占位，§6 校准）+ delay_ms。
#   - 缝隙连接行：synapse_from + synapse_to + synapse_type=gap + g_gap_ns（初始占位）+ delay_ms。
#   - 肌肉行：role=muscle_drive，synapse_from=<运动神经元>，synapse_to=<4 通道>，
#     synapse_type=muscle，g_max_ns=收缩增量 w 占位（M3/M4 定稿值：fwd 0.18/back 0.60/head 0.50）。
# 
# PROVENANCE（数据源与版本，诚实性记录）：
#   - PRIMARY: openworm/c302 仓库 c302/data/herm_full_edgelist.csv（MIT License），
"#     = Cook et al. 2019, Nature 571:63-71 雌雄同体全连接组 full edge list；"
#     2026-08-25 经 api.github.com 下载（raw.githubusercontent 沙箱不可达）。
#   - 交叉核对: SI5_adjacency.xlsx（Cook 2019 官方 SI5 邻接矩阵，逐对一致）；
#     networks.skewed.de celegans_2019 官方 synapse list（node_type 分类源）；
#     aconnectome_white_1986_whole.csv（White 1986 数字化，对照）；
#     owmeta_cache.json（OpenWorm 302 神经元 class+neurotransmitter 标注，
#     源自 Pereira 2015 / Serrano-Saiz 2013 等文献编译）。
#   - 计数诚实性（预注册 §0 #5）：权威数据为唯一计数源，不得为过 Pass 改动；
#     本文件含真实连接组全部神经元-神经元化学/缝隙连接（含自连接，白名单保留）。
#   - 计数语义：化学突触行=神经元间有向连接对（Weight=突触计数见 counts.json）；
#     缝隙行=神经元间无向唯一对（多重连接合并）。
#   - 简化假设（详见 docs/m5_env_notes.md L7+）：AIY 实际递质=ach（M4 以 GABA 简化，差异记录）；
#     AVM 规范分类=inter（Cook=sensory）；真实体壁肌肉→虚拟 4 通道聚合；
#     DD/VD（GABA 能）/VC/HSN（性特异）/RME 不产生 muscle_drive 行。
role,neuron_class,neurotransmitter,receptor,synapse_from,synapse_to,synapse_type,g_max_ns,delay_ms,g_gap_ns,muscle_target,note
,,dopamine,mod,ADER,AVAR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,AVDR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,AVER,chem,0.00,0.50,,,
,,dopamine,mod,ADER,AVJR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,CEPDR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,CEPVR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,FLPL,chem,0.00,0.50,,,
,,dopamine,mod,ADER,FLPR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,IL1R,chem,0.00,0.50,,,
,,dopamine,mod,ADER,IL2R,chem,0.00,0.50,,,
,,dopamine,mod,ADER,OLLR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,RIAR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,RIGL,chem,0.00,0.50,,,
,,dopamine,mod,ADER,RIGR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,RMDL,chem,0.00,0.50,,,
,,dopamine,mod,ADER,RMDR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,RMGR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,SMDVR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,URBR,chem,0.00,0.50,,,
,,dopamine,mod,ADER,URXR,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,ADAL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,ADLL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,AFDL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,AIAL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,AIBL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,AIBR,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,AIZL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,AUAL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,AWBL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,AWCR,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,RIAL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,RIBL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,RIGL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,RIGR,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,RIR,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,RIVL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,SMBDL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,SMBVL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,SMDVL,chem,0.00,0.50,,,
,,serotonin,mod,ADFL,URXL,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,ADAR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,ADFR,chem,0.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,serotonin,mod,ADFR,AFDR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,AIYR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,AIZR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,ASHR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,AUAR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,AVHL,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,AWAR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,AWBR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,AWCR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,BAGL,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,OLQVR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,PVPR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,RIAR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,RIGR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,RIH,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,RIR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,SMBDR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,SMBVR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,URXR,chem,0.00,0.50,,,
,,serotonin,mod,ADFR,URYVR,chem,0.00,0.50,,,
,,other,none,ADLL,ADAL,chem,0.00,0.50,,,
,,other,none,ADLL,AIAL,chem,0.00,0.50,,,
,,other,none,ADLL,AIBL,chem,0.00,0.50,,,
,,other,none,ADLL,ALA,chem,0.00,0.50,,,
,,other,none,ADLL,ASEL,chem,0.00,0.50,,,
,,other,none,ADLL,ASER,chem,0.00,0.50,,,
,,other,none,ADLL,ASGL,chem,0.00,0.50,,,
,,other,none,ADLL,ASHL,chem,0.00,0.50,,,
,,other,none,ADLL,AVAL,chem,0.00,0.50,,,
,,other,none,ADLL,AVAR,chem,0.00,0.50,,,
,,other,none,ADLL,AVBL,chem,0.00,0.50,,,
,,other,none,ADLL,AVDL,chem,0.00,0.50,,,
,,other,none,ADLL,AVDR,chem,0.00,0.50,,,
,,other,none,ADLL,AVJL,chem,0.00,0.50,,,
,,other,none,ADLL,AVJR,chem,0.00,0.50,,,
,,other,none,ADLL,AWAL,chem,0.00,0.50,,,
,,other,none,ADLL,AWBL,chem,0.00,0.50,,,
,,other,none,ADLL,AWCL,chem,0.00,0.50,,,
,,other,none,ADLL,OLQVL,chem,0.00,0.50,,,
,,other,none,ADLL,RIAL,chem,0.00,0.50,,,
,,other,none,ADLL,RIGL,chem,0.00,0.50,,,
,,other,none,ADLL,RIPL,chem,0.00,0.50,,,
,,other,none,ADLL,RIR,chem,0.00,0.50,,,
,,other,none,ADLL,SMBVL,chem,0.00,0.50,,,
,,other,none,ADLR,ADAR,chem,0.00,0.50,,,
,,other,none,ADLR,ADLR,chem,0.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,other,none,ADLR,AIAR,chem,0.00,0.50,,,
,,other,none,ADLR,AIBR,chem,0.00,0.50,,,
,,other,none,ADLR,ASER,chem,0.00,0.50,,,
,,other,none,ADLR,ASHR,chem,0.00,0.50,,,
,,other,none,ADLR,AVAR,chem,0.00,0.50,,,
,,other,none,ADLR,AVBL,chem,0.00,0.50,,,
,,other,none,ADLR,AVBR,chem,0.00,0.50,,,
,,other,none,ADLR,AVDL,chem,0.00,0.50,,,
,,other,none,ADLR,AVDR,chem,0.00,0.50,,,
,,other,none,ADLR,AVJL,chem,0.00,0.50,,,
,,other,none,ADLR,AVJR,chem,0.00,0.50,,,
,,other,none,ADLR,AWCR,chem,0.00,0.50,,,
,,other,none,ADLR,CEPVR,chem,0.00,0.50,,,
,,other,none,ADLR,OLLR,chem,0.00,0.50,,,
,,other,none,ADLR,OLQVR,chem,0.00,0.50,,,
,,other,none,ADLR,PVCL,chem,0.00,0.50,,,
,,other,none,ADLR,RICL,chem,0.00,0.50,,,
,,other,none,ADLR,RICR,chem,0.00,0.50,,,
,,other,none,ADLR,RIFR,chem,0.00,0.50,,,
,,other,none,ADLR,RIPR,chem,0.00,0.50,,,
,,other,none,ADLR,SIBVL,chem,0.00,0.50,,,
,,other,none,ADLR,SMBVR,chem,0.00,0.50,,,
,,other,none,ADLR,URBR,chem,0.00,0.50,,,
,,other,none,ADLR,URXR,chem,0.00,0.50,,,
,,glut,ampa,AFDL,AFDL,chem,5.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,glut,ampa,AFDL,AIBL,chem,5.00,0.50,,,
,,glut,ampa,AFDL,AINR,chem,5.00,0.50,,,
,,glut,ampa,AFDL,AIYL,chem,5.00,0.50,,,
,,glut,ampa,AFDL,ASEL,chem,5.00,0.50,,,
,,glut,ampa,AFDL,ASER,chem,5.00,0.50,,,
,,glut,ampa,AFDL,AWBL,chem,5.00,0.50,,,
,,glut,ampa,AFDR,AFDL,chem,5.00,0.50,,,
,,glut,ampa,AFDR,AIYR,chem,5.00,0.50,,,
,,glut,ampa,AFDR,ASEL,chem,5.00,0.50,,,
,,glut,ampa,AFDR,ASER,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ADAL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ADFL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ADLL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,AIBL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,AIML,chem,5.00,0.50,,,
,,ach,ampa,AIAL,AIZL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ASEL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ASER,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ASGL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ASHL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ASJL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,ASKL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,AWCL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,AWCR,chem,5.00,0.50,,,
,,ach,ampa,AIAL,PVQL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,RIFL,chem,5.00,0.50,,,
,,ach,ampa,AIAL,RIR,chem,5.00,0.50,,,
,,ach,ampa,AIAL,RMGL,chem,5.00,0.50,,,
,,ach,ampa,AIAR,ADAR,chem,5.00,0.50,,,
,,ach,ampa,AIAR,ADLR,chem,5.00,0.50,,,
,,ach,ampa,AIAR,AIBR,chem,5.00,0.50,,,
,,ach,ampa,AIAR,AIZR,chem,5.00,0.50,,,
,,ach,ampa,AIAR,ASER,chem,5.00,0.50,,,
,,ach,ampa,AIAR,ASGR,chem,5.00,0.50,,,
,,ach,ampa,AIAR,ASIR,chem,5.00,0.50,,,
,,ach,ampa,AIAR,AWAR,chem,5.00,0.50,,,
,,ach,ampa,AIAR,AWCL,chem,5.00,0.50,,,
,,ach,ampa,AIAR,AWCR,chem,5.00,0.50,,,
,,ach,ampa,AIAR,RIFR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,AIBL,chem,5.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,glut,ampa,AIBL,AIZR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,ASHL,chem,5.00,0.50,,,
,,glut,ampa,AIBL,ASHR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,AVAL,chem,5.00,0.50,,,
,,glut,ampa,AIBL,AVBL,chem,5.00,0.50,,,
,,glut,ampa,AIBL,AVEL,chem,5.00,0.50,,,
,,glut,ampa,AIBL,FLPL,chem,5.00,0.50,,,
,,glut,ampa,AIBL,IL2DR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,RIBR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,RIFL,chem,5.00,0.50,,,
,,glut,ampa,AIBL,RIGR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,RIML,chem,5.00,0.50,,,
,,glut,ampa,AIBL,RIMR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,RMFR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,SAADL,chem,5.00,0.50,,,
,,glut,ampa,AIBL,SAADR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,SAAVL,chem,5.00,0.50,,,
,,glut,ampa,AIBL,SIADR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,SIAVR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,SIBDR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,SMDDR,chem,5.00,0.50,,,
,,glut,ampa,AIBL,SMDVR,chem,5.00,0.50,,,
,,other,none,AIBR,ADLR,chem,0.00,0.50,,,
,,other,none,AIBR,AIAR,chem,0.00,0.50,,,
,,other,none,AIBR,AIYR,chem,0.00,0.50,,,
,,other,none,AIBR,AQR,chem,0.00,0.50,,,
,,other,none,AIBR,AUAL,chem,0.00,0.50,,,
,,other,none,AIBR,AVAR,chem,0.00,0.50,,,
,,other,none,AIBR,AVBR,chem,0.00,0.50,,,
,,other,none,AIBR,AVEL,chem,0.00,0.50,,,
,,other,none,AIBR,AWCR,chem,0.00,0.50,,,
,,other,none,AIBR,DVA,chem,0.00,0.50,,,
,,other,none,AIBR,RIAL,chem,0.00,0.50,,,
,,other,none,AIBR,RIBL,chem,0.00,0.50,,,
,,other,none,AIBR,RICR,chem,0.00,0.50,,,
,,other,none,AIBR,RIGL,chem,0.00,0.50,,,
,,other,none,AIBR,RIML,chem,0.00,0.50,,,
,,other,none,AIBR,RIMR,chem,0.00,0.50,,,
,,other,none,AIBR,RMFL,chem,0.00,0.50,,,
,,other,none,AIBR,SAADL,chem,0.00,0.50,,,
,,other,none,AIBR,SAADR,chem,0.00,0.50,,,
,,other,none,AIBR,SAAVR,chem,0.00,0.50,,,
,,other,none,AIBR,SIADL,chem,0.00,0.50,,,
,,other,none,AIBR,SIBVR,chem,0.00,0.50,,,
,,other,none,AIBR,SMDDL,chem,0.00,0.50,,,
,,other,none,AIBR,SMDVL,chem,0.00,0.50,,,
,,other,none,AIBR,VB1,chem,0.00,0.50,,,
,,glut,ampa,AIML,AIAL,chem,5.00,0.50,,,
,,glut,ampa,AIML,ALML,chem,5.00,0.50,,,
,,glut,ampa,AIML,ASGL,chem,5.00,0.50,,,
,,glut,ampa,AIML,ASJL,chem,5.00,0.50,,,
,,glut,ampa,AIML,ASKL,chem,5.00,0.50,,,
,,glut,ampa,AIML,AVDL,chem,5.00,0.50,,,
,,glut,ampa,AIML,AVFL,chem,5.00,0.50,,,
,,glut,ampa,AIML,AVFR,chem,5.00,0.50,,,
,,glut,ampa,AIML,AVHL,chem,5.00,0.50,,,
,,glut,ampa,AIML,AVHR,chem,5.00,0.50,,,
,,glut,ampa,AIML,AVJL,chem,5.00,0.50,,,
,,glut,ampa,AIML,CEPDL,chem,5.00,0.50,,,
,,glut,ampa,AIML,PVQL,chem,5.00,0.50,,,
,,glut,ampa,AIML,RID,chem,5.00,0.50,,,
,,glut,ampa,AIML,RIFL,chem,5.00,0.50,,,
,,glut,ampa,AIML,RMGL,chem,5.00,0.50,,,
,,glut,ampa,AIML,SMBVL,chem,5.00,0.50,,,
,,glut,ampa,AIML,URXL,chem,5.00,0.50,,,
,,glut,ampa,AIMR,ADFR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,AIAR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,AIMR,chem,5.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,glut,ampa,AIMR,ALA,chem,5.00,0.50,,,
,,glut,ampa,AIMR,ASGR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,ASJR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,ASKR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,AVAR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,AVDR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,AVFL,chem,5.00,0.50,,,
,,glut,ampa,AIMR,AVFR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,AVHR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,AVJR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,BDUR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,CEPVR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,HSNL,chem,5.00,0.50,,,
,,glut,ampa,AIMR,HSNR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,OLQDR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,PVNR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,RIFR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,RMDR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,RMGR,chem,5.00,0.50,,,
,,glut,ampa,AIMR,URXR,chem,5.00,0.50,,,
,,ach,ampa,AINL,AFDR,chem,5.00,0.50,,,
,,ach,ampa,AINL,AIAR,chem,5.00,0.50,,,
,,ach,ampa,AINL,ASEL,chem,5.00,0.50,,,
,,ach,ampa,AINL,ASGR,chem,5.00,0.50,,,
,,ach,ampa,AINL,ASIL,chem,5.00,0.50,,,
,,ach,ampa,AINL,AUAR,chem,5.00,0.50,,,
,,ach,ampa,AINL,BAGL,chem,5.00,0.50,,,
,,ach,ampa,AINL,CEPVR,chem,5.00,0.50,,,
,,ach,ampa,AINL,RIBL,chem,5.00,0.50,,,
,,ach,ampa,AINL,RIBR,chem,5.00,0.50,,,
,,ach,ampa,AINL,RID,chem,5.00,0.50,,,
,,ach,ampa,AINL,RMDVL,chem,5.00,0.50,,,
,,ach,ampa,AINL,RMFL,chem,5.00,0.50,,,
,,ach,ampa,AINL,SAAVL,chem,5.00,0.50,,,
,,ach,ampa,AINR,AFDL,chem,5.00,0.50,,,
,,ach,ampa,AINR,AFDR,chem,5.00,0.50,,,
,,ach,ampa,AINR,AIAL,chem,5.00,0.50,,,
,,ach,ampa,AINR,AIBL,chem,5.00,0.50,,,
,,ach,ampa,AINR,AINL,chem,5.00,0.50,,,
,,ach,ampa,AINR,AINR,chem,5.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,ach,ampa,AINR,ASEL,chem,5.00,0.50,,,
,,ach,ampa,AINR,ASER,chem,5.00,0.50,,,
,,ach,ampa,AINR,ASGL,chem,5.00,0.50,,,
,,ach,ampa,AINR,AUAL,chem,5.00,0.50,,,
,,ach,ampa,AINR,AUAR,chem,5.00,0.50,,,
,,ach,ampa,AINR,AWCL,chem,5.00,0.50,,,
,,ach,ampa,AINR,BAGR,chem,5.00,0.50,,,
,,ach,ampa,AINR,CEPDL,chem,5.00,0.50,,,
,,ach,ampa,AINR,RIBL,chem,5.00,0.50,,,
,,ach,ampa,AINR,RID,chem,5.00,0.50,,,
,,ach,ampa,AINR,URXL,chem,5.00,0.50,,,
,,ach,ampa,AINR,URXR,chem,5.00,0.50,,,
,,ach,ampa,AIYL,AFDL,chem,5.00,0.50,,,
,,ach,ampa,AIYL,AIBL,chem,5.00,0.50,,,
,,ach,ampa,AIYL,AIZL,chem,5.00,0.50,,,
,,ach,ampa,AIYL,ASER,chem,5.00,0.50,,,
,,ach,ampa,AIYL,AWAL,chem,5.00,0.50,,,
,,ach,ampa,AIYL,AWCL,chem,5.00,0.50,,,
,,ach,ampa,AIYL,AWCR,chem,5.00,0.50,,,
,,ach,ampa,AIYL,HSNR,chem,5.00,0.50,,,
,,ach,ampa,AIYL,RIAL,chem,5.00,0.50,,,
,,ach,ampa,AIYL,RIBL,chem,5.00,0.50,,,
,,ach,ampa,AIYL,RIH,chem,5.00,0.50,,,
,,ach,ampa,AIYL,RIR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,ADFR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,AFDR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,AINL,chem,5.00,0.50,,,
,,ach,ampa,AIYR,AIYL,chem,5.00,0.50,,,
,,ach,ampa,AIYR,AIZR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,ASEL,chem,5.00,0.50,,,
,,ach,ampa,AIYR,ASER,chem,5.00,0.50,,,
,,ach,ampa,AIYR,ASGR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,AWAR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,AWBR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,BAGR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,RIAR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,RIBR,chem,5.00,0.50,,,
,,ach,ampa,AIYR,RIVR,chem,5.00,0.50,,,
,,glut,ampa,AIZL,ADFL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,AFDL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,AIAL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,AIBL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,AIBR,chem,5.00,0.50,,,
,,glut,ampa,AIZL,ASEL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,AVEL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,AVER,chem,5.00,0.50,,,
,,glut,ampa,AIZL,AVKR,chem,5.00,0.50,,,
,,glut,ampa,AIZL,AWCR,chem,5.00,0.50,,,
,,glut,ampa,AIZL,DVA,chem,5.00,0.50,,,
,,glut,ampa,AIZL,RIAL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,RICR,chem,5.00,0.50,,,
,,glut,ampa,AIZL,RIGL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,RIML,chem,5.00,0.50,,,
,,glut,ampa,AIZL,SMBDL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,SMBVL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,SMDVL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,URYDL,chem,5.00,0.50,,,
,,glut,ampa,AIZL,VB2,chem,5.00,0.50,,,
,,glut,ampa,AIZR,ADFR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,AIAR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,AIBL,chem,5.00,0.50,,,
,,glut,ampa,AIZR,AIBR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,ASER,chem,5.00,0.50,,,
,,glut,ampa,AIZR,AVEL,chem,5.00,0.50,,,
,,glut,ampa,AIZR,AVER,chem,5.00,0.50,,,
,,glut,ampa,AIZR,AWAR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,AWCR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,DVA,chem,5.00,0.50,,,
,,glut,ampa,AIZR,RIAR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,RIMR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,SIADR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,SMBDR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,SMBVR,chem,5.00,0.50,,,
,,glut,ampa,AIZR,SMDDR,chem,5.00,0.50,,,
,,other,none,ALA,ASJR,chem,0.00,0.50,,,
,,other,none,ALA,AVAR,chem,0.00,0.50,,,
,,other,none,ALA,AVDR,chem,0.00,0.50,,,
,,other,none,ALA,AVEL,chem,0.00,0.50,,,
,,other,none,ALA,AVER,chem,0.00,0.50,,,
,,other,none,ALA,RIAR,chem,0.00,0.50,,,
,,other,none,ALA,RMDR,chem,0.00,0.50,,,
,,glut,ampa,ALML,AIML,chem,5.00,0.50,,,
,,glut,ampa,ALML,ALML,chem,5.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,glut,ampa,ALML,AVDR,chem,5.00,0.50,,,
,,glut,ampa,ALML,AVEL,chem,5.00,0.50,,,
,,glut,ampa,ALML,BDUL,chem,5.00,0.50,,,
,,glut,ampa,ALML,CEPDL,chem,5.00,0.50,,,
,,glut,ampa,ALML,CEPVL,chem,5.00,0.50,,,
,,glut,ampa,ALML,PVCL,chem,5.00,0.50,,,
,,glut,ampa,ALML,PVCR,chem,5.00,0.50,,,
,,glut,ampa,ALML,RICL,chem,5.00,0.50,,,
,,glut,ampa,ALML,RICR,chem,5.00,0.50,,,
,,glut,ampa,ALML,RIFL,chem,5.00,0.50,,,
,,glut,ampa,ALML,RMDDR,chem,5.00,0.50,,,
,,glut,ampa,ALML,RMGL,chem,5.00,0.50,,,
,,glut,ampa,ALML,SDQL,chem,5.00,0.50,,,
,,glut,ampa,ALML,SMBDR,chem,5.00,0.50,,,
,,glut,ampa,ALMR,BDUR,chem,5.00,0.50,,,
,,glut,ampa,ALMR,CEPDR,chem,5.00,0.50,,,
,,glut,ampa,ALMR,CEPVR,chem,5.00,0.50,,,
,,glut,ampa,ALMR,PVCR,chem,5.00,0.50,,,
,,glut,ampa,ALMR,RMDDL,chem,5.00,0.50,,,
,,glut,ampa,ALMR,SIADL,chem,5.00,0.50,,,
,,glut,ampa,ALMR,SMDDL,chem,5.00,0.50,,,
,,glut,ampa,ALMR,URBR,chem,5.00,0.50,,,
,,ach,ampa,ALNL,RIAL,chem,5.00,0.50,,,
,,ach,ampa,ALNL,RMDDR,chem,5.00,0.50,,,
,,ach,ampa,ALNL,RMGL,chem,5.00,0.50,,,
,,ach,ampa,ALNL,RMHL,chem,5.00,0.50,,,
,,ach,ampa,ALNL,SAAVL,chem,5.00,0.50,,,
,,ach,ampa,ALNL,SIADR,chem,5.00,0.50,,,
,,ach,ampa,ALNL,SMBDR,chem,5.00,0.50,,,
,,ach,ampa,ALNL,SMDVL,chem,5.00,0.50,,,
,,ach,ampa,ALNR,ADER,chem,5.00,0.50,,,
,,ach,ampa,ALNR,AVAL,chem,5.00,0.50,,,
,,ach,ampa,ALNR,IL2DR,chem,5.00,0.50,,,
,,ach,ampa,ALNR,RIML,chem,5.00,0.50,,,
,,ach,ampa,ALNR,SAAVR,chem,5.00,0.50,,,
,,ach,ampa,ALNR,SMBDL,chem,5.00,0.50,,,
,,ach,ampa,ALNR,SMDDR,chem,5.00,0.50,,,
,,ach,ampa,ALNR,SMDVL,chem,5.00,0.50,,,
,,glut,ampa,AQR,AVAL,chem,5.00,0.50,,,
,,glut,ampa,AQR,AVAR,chem,5.00,0.50,,,
,,glut,ampa,AQR,AVBL,chem,5.00,0.50,,,
,,glut,ampa,AQR,AVBR,chem,5.00,0.50,,,
,,glut,ampa,AQR,AVDL,chem,5.00,0.50,,,
,,glut,ampa,AQR,AVDR,chem,5.00,0.50,,,
